X,Y,ExtractDate,Latitude,Longitude,Week,EpiWeek,WeeklyBoosterVaccines,Female,Male,NA,Moderna,Pfizer,AstraZeneca,Janssen,AD_Moderna,AD_Pfizer,AD_AstraZeneca,AD_Janssen,ID_Moderna,ID_Pfizer,ID_AstraZeneca,ID_Janssen,AD_Age0to9,AD_Age10to19,AD_Age20to29,AD_Age30to39,AD_Age40to49,AD_Age50to59,AD_Age60to69,AD_Age70to79,AD_Age80_,AD_NA,AD_Age0to9_Cum,AD_Age10to19_Cum,AD_Age20to29_Cum,AD_Age30to39_Cum,AD_Age40to49_Cum,AD_Age50to59_Cum,AD_Age60to69_Cum,AD_Age70to79_Cum,AD_Age80__Cum,AD_NA_Cum,BoosterPer_Age0to9,BoosterPer_Age10to19,BoosterPer_Age20to29,BoosterPer_Age30to39,BoosterPer_Age40to49,BoosterPer_Age50to59,BoosterPer_Age60to69,BoosterPer_Age70to79,BoosterPer_Age80_,BoosterPer_NA,ID_Age0to9,ID_Age10to19,ID_Age20to29,ID_Age30to39,ID_Age40to49,ID_Age50to59,ID_Age60to69,ID_Age70to79,ID_Age80_,ID_NA,ID_Age0to9_Cum,ID_Age10to19_Cum,ID_Age20to29_Cum,ID_Age30to39_Cum,ID_Age40to49_Cum,ID_Age50to59_Cum,ID_Age60to69_Cum,ID_Age70to79_Cum,ID_Age80__Cum,ID_NA_Cum,WeeklyAdditionalDose2,AD2_Age05to11,AD2_Age12to19,AD2_Age20to29,AD2_Age30to39,AD2_Age40to49,AD2_Age50to59,AD2_Age60to69,AD2_Age70to79,AD2_Age80_,AD2_NA,AD2_Age05to11_Cum,AD2_Age12to19_Cum,AD2_Age20to29_Cum,AD2_Age30to39_Cum,AD2_Age40to49_Cum,AD2_Age50to59_Cum,AD2_Age60to69_Cum,AD2_Age70to79_Cum,AD2_Age80__Cum,AD2_NA_Cum,Booster2Per_Age05to11,Booster2Per_Age12to19,Booster2Per_Age20to29,Booster2Per_Age30to39,Booster2Per_Age40to49,Booster2Per_Age50to59,Booster2Per_Age60to69,Booster2Per_Age70to79,Booster2Per_Age80_,Booster2Per_NA,WeeklyAdditionalDose3,AD3_Age05to11,AD3_Age12to19,AD3_Age20to29,AD3_Age30to39,AD3_Age40to49,AD3_Age50to59,AD3_Age60to69,AD3_Age70to79,AD3_Age80_,AD3_NA,AD3_Age05to11_cum,AD3_Age12to19_cum,AD3_Age20to29_cum,AD3_Age30to39_cum,AD3_Age40to49_cum,AD3_Age50to59_cum,AD3_Age60to69_cum,AD3_Age70to79_cum,AD3_Age80__cum,AD3_NA_cum,Booster3Per_Age05to11,Booster3Per_Age12to19,Booster3Per_Age20to29,Booster3Per_Age30to39,Booster3Per_Age40to49,Booster3Per_Age50to59,Booster3Per_Age60to69,Booster3Per_Age70to79,Booster3Per_Age80_,Booster3Per_NA,WeeklyAdditionalDose4,AD4_Age05to11,AD4_Age12to19,AD4_Age20to29,AD4_Age30to39,AD4_Age40to49,AD4_Age50to59,AD4_Age60to69,AD4_Age70to79,AD4_Age80_,AD4_NA,AD4_Age05to11_cum,AD4_Age12to19_cum,AD4_Age20to29_cum,AD4_Age30to39_cum,AD4_Age40to49_cum,AD4_Age50to59_cum,AD4_Age60to69_cum,AD4_Age70to79_cum,AD4_Age80__cum,AD4_NA_cum,Booster4Per_Age05to11,Booster4Per_Age12to19,Booster4Per_Age20to29,Booster4Per_Age30to39,Booster4Per_Age40to49,Booster4Per_Age50to59,Booster4Per_Age60to69,Booster4Per_Age70to79,Booster4Per_Age80_,Booster4Per_NA,ObjectId
-856336.314876336,7036491.65084485,2024/05/13 00:00:00+00,53.28823,-7.6926,2023-W46,2023-W46 - 12 November 2023 to 18 November 2023,872,450,421,1,0,872,0,0,0,871,0,0,0,1,0,0,10,30,108,150,114,172,170,77,40,0,230,118892,341140,405423,547998,553457,485811,380005,235549,6,0.0480113891364839,21.5101153193445,55.1634253262766,58.9622991374308,69.8834421546623,87.1292194441558,95.6085608856089,100,100,Inf,0,0,1,0,0,0,0,0,0,0,311,1194,5862,10316,20057,26476,30681,27650,13969,0,5479,9,83,372,738,961,1672,1078,364,202,0,40,5025,37082,75911,120971,241796,318690,317080,198893,0,0.00834980680634502,0.909130382866013,5.99627759262763,11.0400423503884,15.426826157927,38.0652819364812,62.7188191881919,90.6173284063662,108.497348840254,,20290,0,51,338,904,1768,7213,7125,1845,1045,0,0,691,5255,13280,25772,78391,168559,251155,161733,0,0,0.125016735235904,0.849750249427166,1.93136386575276,3.28657416853703,12.3408803962129,33.1727429274293,71.7768232493406,88.2263413995505,,9703,0,3,29,70,134,531,2941,3989,2006,0,0,95,445,1281,3060,9535,56232,170042,112644,0,0,0.0171875395765714,0.0719579183625288,0.186300987351603,0.390226484390941,1.50106893110039,11.0665682656827,48.5957857855283,61.447991446464,,112
-856336.314876336,7036491.65084485,2024/05/13 00:00:00+00,53.28823,-7.6926,2023-W47,2023-W47 - 19 November 2023 to 25 November 2023,859,446,411,2,0,859,0,0,0,858,0,0,0,1,0,0,8,37,115,175,116,161,140,69,36,1,238,118929,341255,405598,548114,553618,485951,380074,235585,7,0.0496813504977529,21.5168094137059,55.1820211928197,58.987750091987,69.8982350540706,87.154565233134,95.6361131611316,100,100,Inf,0,0,0,1,0,0,0,0,0,0,311,1194,5862,10317,20057,26476,30681,27650,13969,0,5074,1,75,324,711,952,1494,988,351,178,0,41,5100,37406,76622,121923,243290,319678,317431,199071,0,0.00855855197650364,0.922699493058043,6.04866942532304,11.1434459428997,15.5482299530708,38.3004782640181,62.9132595325953,90.7176396283626,108.594448929717,,18267,0,44,323,815,1679,6423,6357,1756,870,0,0,735,5578,14095,27451,84814,174916,252911,162603,0,0,0.132977279881894,0.901980378935249,2.04989259697177,3.50068863497245,13.3520356919086,34.4238130381304,72.27866514628,88.700931724454,,8232,0,8,28,53,163,424,2509,3436,1611,0,0,103,473,1334,3223,9959,58741,173478,114255,0,0,0.0186349113303879,0.0764856076078116,0.19400899073149,0.411013058559478,1.56781808965168,11.560344403444,49.577749770656,62.3268018067163,,113
-856336.314876336,7036491.65084485,2024/05/13 00:00:00+00,53.28823,-7.6926,2023-W48,2023-W48 - 26 November 2023 to 02 December 2023,846,453,389,4,0,846,0,0,0,844,0,0,0,2,0,0,7,31,123,153,104,171,158,57,40,0,245,118960,341378,405751,548218,553789,486109,380131,235625,7,0.0511425666888632,21.5224179792519,55.2019106848615,59.0100014979705,69.9114976535401,87.1814852947196,95.6672078720787,100,100,Inf,1,0,0,1,0,0,0,0,0,0,312,1194,5862,10318,20057,26476,30681,27650,13969,0,4655,4,93,307,615,880,1396,896,306,158,0,45,5193,37713,77237,122803,244686,320574,317737,199229,0,0.00939353265713815,0.93952518969616,6.09831230383382,11.2328878689116,15.6604519485819,38.520246720003,63.089594095941,90.8050904372826,108.680638896768,,15573,0,43,313,689,1351,5376,5533,1558,710,0,0,778,5891,14784,28802,90190,180449,254469,163313,0,0,0.140756903058658,0.952593476570017,2.1500966409103,3.672974903081,14.1983646456155,35.5127183271833,72.7239212256831,89.0882410700648,,6875,0,1,24,51,126,335,2048,2945,1345,0,0,104,497,1385,3349,10294,60789,176423,115600,0,0,0.018815832799615,0.0803664841037682,0.201426126059305,0.427081207916752,1.62055622199763,11.9633948339483,50.4193923597715,63.0605075388946,,114
-856336.314876336,7036491.65084485,2024/05/13 00:00:00+00,53.28823,-7.6926,2023-W49,2023-W49 - 03 December 2023 to 09 December 2023,681,358,322,1,1,680,0,0,1,679,0,0,0,1,0,0,2,54,79,139,91,145,98,46,26,0,247,119014,341457,405890,548309,553934,486207,380177,235651,7,0.0515600570291805,21.5321877385902,55.2146852366607,59.0302168275894,69.9231024280759,87.204312247526,95.6864944649446,100,100,Inf,0,0,0,0,0,1,0,0,0,0,312,1194,5862,10318,20057,26477,30681,27650,13969,0,4395,4,85,270,617,860,1412,763,263,121,0,49,5278,37983,77854,123663,246098,321337,318000,199350,0,0.0102285133377726,0.954903514580461,6.14197216441333,11.3226206629756,15.7701234441951,38.7425340121597,63.23975399754,90.8802524070407,108.746645137358,,13924,0,35,261,722,1323,5111,4549,1306,617,0,0,813,6152,15506,30125,95301,184998,255775,163930,0,0,0.147089154481606,0.994798008463545,2.255100007708,3.84169047133238,15.0029753752279,36.4079704797048,73.0971589918579,89.4248183464618,,5781,0,0,13,39,107,335,1696,2454,1137,0,0,104,510,1424,3456,10629,62485,178877,116737,0,0,0.018815832799615,0.082468625539078,0.207098053074693,0.440726382370945,1.67329435434358,12.2971709717097,51.1207135528749,63.6807479979925,,115
-856336.314876336,7036491.65084485,2024/05/13 00:00:00+00,53.28823,-7.6926,2023-W50,2023-W50 - 10 December 2023 to 16 December 2023,682,367,315,0,0,681,0,0,0,679,0,0,0,2,0,0,5,50,100,148,91,127,91,53,15,0,252,119064,341557,406038,548400,554061,486298,380230,235666,7,0.0526037828799736,21.5412338120515,55.2308555553939,59.0517410634427,69.9347072026117,87.2243055096393,95.7044034440344,100,100,Inf,1,0,0,0,0,0,0,1,0,0,313,1194,5862,10318,20057,26477,30681,27651,13969,0,4457,2,84,254,597,827,1460,838,251,144,0,51,5362,38237,78451,124490,247558,322175,318251,199494,0,0.0106460036780899,0.970100917995535,6.18304477399554,11.4094447765188,15.8755866149765,38.9723778128316,63.4046740467405,90.9519849333116,108.825198018722,,13246,0,42,259,683,1250,4609,4515,1265,623,0,0,855,6411,16189,31375,99910,189513,257040,164553,0,0,0.154687856189143,1.03667913398241,2.35443144749032,4.00109671495613,15.7285576199517,37.2965313653136,73.4586794927853,89.7646686595824,,5480,0,6,12,48,100,281,1643,2280,1110,0,0,110,522,1472,3556,10910,64128,181157,117847,0,0,0.0199013616149774,0.0844090637870563,0.214078886324402,0.453478881860845,1.71753141460988,12.6205166051661,51.7723078154159,64.2862597918349,,116
-856336.314876336,7036491.65084485,2024/05/13 00:00:00+00,53.28823,-7.6926,2023-W51,2023-W51 - 17 December 2023 to 23 December 2023,463,234,229,0,0,459,0,0,0,454,0,0,0,5,0,0,1,22,72,98,64,86,59,36,20,0,253,119086,341629,406136,548464,554147,486357,380266,235686,7,0.0528125280501322,21.5452140843745,55.2424981848817,59.0659935979942,69.9428688022852,87.2378442540624,95.7160147601476,100,100,Inf,2,0,0,0,0,0,1,1,1,0,315,1194,5862,10318,20057,26477,30682,27652,13970,0,2471,0,81,206,379,477,723,423,125,57,0,51,5443,38443,78830,124967,248281,322598,318376,199551,0,0.0106460036780899,0.984755557002927,6.21635563058583,11.4645642723863,15.9364160375434,39.0861977223424,63.4879212792128,90.9877083029685,108.856291867595,,7091,0,33,193,425,831,2532,2129,625,323,0,0,888,6604,16614,32206,102442,191642,257665,164876,0,0,0.160658264673636,1.06788784913739,2.41624090855545,4.1070699857172,16.1271634441306,37.7155227552276,73.6372963410696,89.9408671365293,,2514,0,1,14,24,61,139,738,989,548,0,0,111,536,1496,3617,11049,64866,182146,118395,0,0,0.0200822830842045,0.0866729084096977,0.217569302949257,0.461257906549684,1.73941380385193,12.7657564575646,52.054951116141,64.585197145912,,117
-856336.314876336,7036491.65084485,2024/05/13 00:00:00+00,53.28823,-7.6926,2023-W52,2023-W52 - 24 December 2023 to 30 December 2023,110,61,49,0,0,110,0,0,0,110,0,0,,,,,1,12,10,22,15,27,16,5,2,0,254,119098,341639,406158,548479,554174,486373,380271,235688,7,0.0530212732202909,21.5473851420053,55.244115216755,59.069193146567,69.9447816772087,87.2420947901022,95.7191635916359,100,100,Inf,,,,,,,,,,,,,,,,,,,,,476,1,24,41,63,101,145,75,19,7,0,52,5467,38484,78893,125068,248426,322673,318395,199558,0,0.0108547488482485,0.989097672264377,6.22298546126643,11.4737266160265,15.9492960620282,39.1090246751488,63.5026814268143,90.9931382551563,108.860110410439,,1294,0,9,42,89,181,478,382,82,30,0,0,897,6646,16703,32387,102920,192024,257747,164906,0,0,0.162286557896679,1.07467938300532,2.42918453687262,4.13015200979392,16.2024136747616,37.7907011070111,73.6607308715645,89.9572323201466,,446,0,0,2,10,13,38,150,171,62,0,0,111,538,1506,3630,11087,65016,182317,118457,0,0,0.0200822830842045,0.0869963147843607,0.219023643209613,0.462915731483371,1.74539603975983,12.7952767527675,52.1038206858315,64.6190185253878,,118
-856336.314876336,7036491.65084485,2024/05/13 00:00:00+00,53.28823,-7.6926,2024-W01,2024-W01 - 31 December 2023 to 06 January 2024,278,145,133,0,0,278,0,0,0,276,0,0,0,2,0,0,6,20,34,73,39,48,42,11,3,0,260,119118,341673,406231,548518,554222,486415,380282,235691,7,0.0542737442412426,21.5510035713898,55.2496131251243,59.0798098304676,69.9497551520098,87.2496512986175,95.7274292742927,100,100,Inf,1,0,0,0,0,0,1,0,0,0,316,1194,5862,10318,20057,26477,30683,27652,13970,0,1079,1,42,113,175,231,261,163,57,36,0,53,5509,38597,79068,125299,248687,322836,318452,199594,0,0.0110634940184071,0.996696373971914,6.24125792143489,11.4991775705828,15.9787543358498,39.1501131902005,63.5347601476015,91.0094281117198,108.87974863078,,3095,0,24,120,203,370,1020,1008,232,118,0,0,921,6766,16906,32757,103940,193032,257979,165024,0,0,0.166628673158129,1.0940837654851,2.45870764415784,4.17733625790655,16.3629894807104,37.9890774907749,73.7270334456476,90.0216020423749,,1188,0,4,7,8,25,71,381,484,208,0,0,115,545,1514,3655,11158,65397,182801,118665,0,0,0.0208059689611127,0.0881282370956814,0.220187115417897,0.466103856355846,1.75657337527196,12.870258302583,52.2421415731429,64.7324837984682,,119
-856336.314876336,7036491.65084485,2024/05/13 00:00:00+00,53.28823,-7.6926,2024-W02,2024-W02 - 07 January 2024 to 13 January 2024,368,194,174,0,0,366,0,0,0,364,0,0,0,2,0,0,0,18,52,99,52,58,53,25,9,0,260,119136,341725,406330,548570,554280,486468,380307,235700,7,0.0542737442412426,21.5542601578359,55.2580216908655,59.0942077990451,69.9563864517445,87.2587820797401,95.7378597785978,100,100,Inf,0,0,0,0,0,0,0,1,0,0,316,1194,5862,10318,20057,26477,30683,27653,13970,0,1530,2,34,142,250,296,375,288,82,61,0,55,5543,38739,79318,125595,249062,323124,318534,199655,0,0.0114809843587244,1.00284770392563,6.26421977403597,11.5355360770917,16.0165017343399,39.2091484129758,63.5914391143911,91.0328626422147,108.913024504135,,4242,0,17,106,266,434,1355,1478,382,204,0,0,938,6872,17172,33191,105295,194510,258361,165228,0,0,0.169704338134989,1.11122430334224,2.49739309508331,4.23268210569272,16.5763034190052,38.279950799508,73.836204063319,90.132885290973,,1861,0,0,7,11,39,112,596,768,328,0,0,115,552,1525,3694,11270,65993,183569,118993,0,0,0.0208059689611127,0.0892601594070021,0.221786889704289,0.471077331156907,1.77420522847418,12.9875522755228,52.4616259563146,64.911409806018,,120
-856336.314876336,7036491.65084485,2024/05/13 00:00:00+00,53.28823,-7.6926,2024-W03,2024-W03 - 14 January 2024 to 20 January 2024,240,127,112,1,0,240,0,0,0,237,0,0,0,3,0,0,0,12,49,51,39,34,36,9,7,0,260,119148,341774,406381,548609,554314,486504,380316,235707,7,0.0542737442412426,21.5564312154666,55.2659451470448,59.1016249343729,69.9613599265456,87.264134606605,95.7449446494465,100,100,Inf,2,0,0,0,0,1,0,0,0,0,318,1194,5862,10318,20057,26478,30683,27653,13970,0,1065,1,22,134,196,195,259,159,55,44,0,56,5565,38873,79514,125790,249321,323283,318589,199699,0,0.011689729528883,1.00682797624863,6.28588800113839,11.5640411461946,16.0413691083452,39.2499220735059,63.6227306273063,91.0485809248638,108.93702677344,,2816,0,12,90,188,320,876,872,291,167,0,0,950,6962,17360,33511,106171,195382,258652,165395,0,0,0.171875395765714,1.12577759020208,2.524734691978,4.2734901040604,16.7142096994084,38.4515621156212,73.9193680678801,90.2239848131096,,1360,0,1,6,10,31,93,437,524,258,0,0,116,558,1535,3725,11363,66430,184093,119251,0,0,0.0209868904303398,0.0902303785309912,0.223241229964645,0.475030605998776,1.78884596372246,13.0735547355474,52.6113783219161,65.0521503851273,,121
-856336.314876336,7036491.65084485,2024/05/13 00:00:00+00,53.28823,-7.6926,2024-W04,2024-W04 - 21 January 2024 to 27 January 2024,237,138,99,0,0,236,0,0,0,235,0,0,0,1,0,0,1,17,47,59,32,34,25,15,6,0,261,119165,341821,406440,548641,554348,486529,380331,235713,7,0.0544824894114012,21.5595068804435,55.2735451968494,59.110205541909,69.9654407263824,87.26948713347,95.749864698647,100,100,Inf,0,0,0,0,0,1,0,0,0,0,318,1194,5862,10318,20057,26479,30683,27653,13970,0,804,1,33,104,143,131,190,111,54,37,0,57,5598,38977,79657,125921,249511,323394,318643,199736,0,0.0118984746990417,1.01279838473312,6.30270513262087,11.5848382119177,16.058074882677,39.2798332530454,63.6445756457565,91.0640134205555,108.957210499902,,1964,0,5,71,173,220,553,614,189,139,0,0,955,7033,17533,33731,106724,195996,258841,165534,0,0,0.172780003111849,1.13725851650262,2.54989477848216,4.30154560293818,16.8012669745944,38.5723985239852,73.9733818028013,90.29981016387,,924,0,0,7,7,17,46,277,364,206,0,0,116,565,1542,3742,11409,66707,184457,119457,0,0,0.0209868904303398,0.0913623008423119,0.224259268146894,0.477198530912059,1.79608761771623,13.1280688806888,52.7154047743569,65.1645246459665,,122
-856336.314876336,7036491.65084485,2024/05/13 00:00:00+00,53.28823,-7.6926,2024-W05,2024-W05 - 28 January 2024 to 03 February 2024,145,82,63,0,0,143,0,0,0,142,0,0,0,1,0,0,0,6,36,34,24,17,14,8,5,0,261,119171,341857,406474,548665,554365,486543,380339,235718,7,0.0544824894114012,21.5605924092588,55.2793665115933,59.1151502987942,69.9685013262599,87.2721633969025,95.7526199261993,100,100,Inf,0,0,0,0,0,0,0,0,1,0,318,1194,5862,10318,20057,26479,30683,27653,13971,0,539,0,9,72,97,88,121,102,26,24,0,57,5607,39049,79754,126009,249632,323496,318669,199760,0,0.0118984746990417,1.01442667795617,6.31434776210874,11.5989453124432,16.0692970822281,39.2988819515943,63.6646494464945,91.0714438814441,108.970302646796,,1239,0,1,23,88,144,340,419,148,76,0,0,956,7056,17621,33875,107064,196415,258989,165610,0,0,0.172960924581076,1.14097768981124,2.5626929727733,4.31990920220363,16.854792243244,38.6548585485855,74.015678272475,90.341268629034,,735,0,0,7,3,19,51,236,259,160,0,0,116,572,1545,3761,11460,66943,184716,119617,0,0,0.0209868904303398,0.0924942231536326,0.224695570225001,0.47962150581514,1.80411640801368,13.1745141451415,52.7894235962859,65.2518056252591,,123
-856336.314876336,7036491.65084485,2024/05/13 00:00:00+00,53.28823,-7.6926,2024-W06,2024-W06 - 04 February 2024 to 10 February 2024,104,65,39,0,0,104,0,0,0,104,0,0,,,,,0,8,17,34,13,11,8,11,2,0,261,119179,341874,406508,548678,554376,486551,380350,235720,7,0.0544824894114012,21.5620397810127,55.2821154657779,59.1200950556794,69.9701591511936,87.2738950967705,95.7541943419434,100,100,Inf,,,,,,,,,,,,,,,,,,,,,326,0,6,47,83,44,59,41,28,18,0,57,5613,39096,79837,126053,249691,323537,318697,199778,0,0.0118984746990417,1.01551220677153,6.32194781191332,11.6110163366041,16.0749081820037,39.3081701599776,63.6727183271833,91.0794459162473,108.980121756966,,734,0,0,30,65,72,212,239,63,53,0,0,956,7086,17686,33947,107276,196654,259052,165663,0,0,0.172960924581076,1.14582878543119,2.57214618446561,4.32909100183636,16.8881668225197,38.7018942189422,74.0336828507821,90.3701804534247,,388,0,0,0,4,6,20,115,178,65,0,0,116,572,1549,3767,11480,67058,184894,119682,0,0,0.0209868904303398,0.0924942231536326,0.225277306329143,0.480386655784534,1.80726495322836,13.1971463714637,52.8402936746773,65.2872635230967,,124
-856336.314876336,7036491.65084485,2024/05/13 00:00:00+00,53.28823,-7.6926,2024-W07,2024-W07 - 11 February 2024 to 17 February 2024,117,76,41,0,0,117,0,0,0,116,0,0,0,1,0,0,1,7,36,34,12,7,10,6,3,0,262,119186,341910,406542,548690,554383,486561,380356,235723,7,0.0546912345815599,21.5633062312972,55.2879367805219,59.1250398125646,69.9716894511324,87.2749970875957,95.7561623616236,100,100,Inf,0,0,0,0,0,1,0,0,0,0,318,1194,5862,10318,20057,26480,30683,27653,13971,0,394,0,15,54,87,58,82,51,25,22,0,57,5628,39150,79924,126111,249773,323588,318722,199800,0,0.0118984746990417,1.01822602880993,6.33067978402922,11.6236690968692,16.0823046317078,39.3210791953578,63.6827552275523,91.0865905901786,108.992122891619,,859,0,4,24,81,103,236,285,71,55,0,0,960,7110,17767,34050,107512,196939,259123,165718,0,0,0.173684610457985,1.14970966192715,2.58392634057449,4.34222607631096,16.9253196560529,38.7579827798278,74.0539737247472,90.4001832900565,,484,0,2,2,4,18,53,136,163,106,0,0,118,574,1553,3785,11533,67194,185057,119788,0,0,0.0213487333687939,0.0928176295282956,0.225859042433286,0.482682105692716,1.81560859804727,13.2239114391144,52.8868769487098,65.3450871718781,,125
-856336.314876336,7036491.65084485,2024/05/13 00:00:00+00,53.28823,-7.6926,2024-W08,2024-W08 - 18 February 2024 to 24 February 2024,37,23,14,0,0,37,0,0,0,37,0,0,,,,,0,2,9,13,2,6,3,1,1,0,262,119188,341919,406555,548692,554389,486564,380357,235724,7,0.0546912345815599,21.5636680742357,55.2893921092079,59.1269304549031,69.9719445011222,87.2759416511601,95.7567527675277,100,100,Inf,,,,,,,,,,,,,,,,,,,,,144,0,2,13,37,17,36,20,13,6,0,57,5630,39163,79961,126128,249809,323608,318735,199806,0,0.0118984746990417,1.01858787174839,6.33278192546453,11.6290501558326,16.0844725566211,39.3267465767442,63.6866912669127,91.090305820623,108.995395928342,,286,0,3,10,16,35,91,100,18,13,0,0,963,7120,17783,34085,107603,197039,259141,165731,0,0,0.174227374865666,1.15132669380046,2.58625328499106,4.34668945113242,16.9396455367797,38.7776629766298,74.0591178899777,90.407274869624,,188,0,0,1,2,6,11,66,76,26,0,0,118,575,1555,3791,11544,67260,185133,119814,0,0,0.0213487333687939,0.0929793327156272,0.226149910485357,0.48344725566211,1.81734029791535,13.2369003690037,52.9085967574612,65.3592703310131,,126
-856336.314876336,7036491.65084485,2024/05/13 00:00:00+00,53.28823,-7.6926,2024-W09,2024-W09 - 25 February 2024 to 02 March 2024,37,29,8,0,0,37,0,0,0,37,0,0,,,,,0,0,8,15,5,3,4,2,0,0,262,119188,341927,406570,548697,554392,486568,380359,235724,7,0.0546912345815599,21.5636680742357,55.2906857347065,59.1291119652936,69.9725821260967,87.2764139329423,95.7575399753998,100,100,Inf,,,,,,,,,,,,,,,,,,,,,86,0,2,5,34,14,13,12,5,1,0,57,5632,39168,79995,126142,249822,323620,318740,199807,0,0.0118984746990417,1.01894971468684,6.33359044140119,11.6339949127178,16.0862579065497,39.3287931311338,63.6890528905289,91.0917347554092,108.995941434463,,198,0,0,5,23,18,57,70,13,12,0,0,963,7125,17806,34103,107660,197109,259154,165743,0,0,0.174227374865666,1.15213520973712,2.58959826758988,4.3489849010406,16.9486188906416,38.7914391143911,74.062833120422,90.413820943071,,116,0,0,0,1,5,10,45,35,20,0,0,118,575,1556,3796,11554,67305,185168,119834,0,0,0.0213487333687939,0.0929793327156272,0.226295344511393,0.484084880636605,1.81891457052269,13.2457564575646,52.9185993009651,65.3701804534247,,127
-856336.314876336,7036491.65084485,2024/05/13 00:00:00+00,53.28823,-7.6926,2024-W10,2024-W10 - 03 March 2024 to 09 March 2024,33,23,10,0,0,33,0,0,0,33,0,0,,,,,1,2,6,8,3,6,2,5,0,0,263,119190,341933,406578,548700,554398,486570,380364,235724,7,0.0548999797517185,21.5640299171742,55.2916559538305,59.1302754375019,69.9729647010814,87.2773584965067,95.7579335793358,100,100,Inf,,,,,,,,,,,,,,,,,,,,,94,0,4,8,40,12,13,13,2,2,0,57,5636,39176,80035,126154,249835,323633,318742,199809,0,0.0118984746990417,1.01967340056375,6.33488406689984,11.6398122737592,16.0877882064885,39.3308396855233,63.6916113161132,91.0923063293237,108.997032446704,,164,0,1,1,19,19,51,49,19,5,0,0,964,7126,17825,34122,107711,197158,259173,165748,0,0,0.174408296334893,1.15229691292445,2.59236151408456,4.35140787594368,16.956647680939,38.8010824108241,74.0682630726099,90.4165484736739,,82,0,0,0,3,5,9,33,20,12,0,0,118,575,1559,3801,11563,67338,185188,119846,0,0,0.0213487333687939,0.0929793327156272,0.226731646589499,0.4847225056111,1.8203314158693,13.2522509225092,52.9243150401102,65.3767265268716,,128
-856336.314876336,7036491.65084485,2024/05/13 00:00:00+00,53.28823,-7.6926,2024-W11,2024-W11 - 10 March 2024 to 16 March 2024,30,22,8,0,0,30,0,0,0,29,0,0,0,1,0,0,0,1,5,8,9,1,3,1,1,0,263,119191,341938,406586,548709,554399,486573,380365,235725,7,0.0548999797517185,21.5642108386434,55.2924644697672,59.1314389097102,69.9741124260355,87.2775159237674,95.7585239852398,100,100,Inf,0,0,0,0,0,1,0,0,0,0,318,1194,5862,10318,20057,26481,30683,27653,13971,0,69,0,1,5,28,11,11,8,2,3,0,57,5637,39181,80063,126165,249846,323641,318744,199812,0,0.0118984746990417,1.01985432203298,6.3356925828365,11.6438844264882,16.0891909814324,39.3325713853914,63.6931857318573,91.0928779032383,108.998668965066,,118,0,0,0,24,15,33,32,10,4,0,0,964,7126,17849,34137,107744,197190,259183,165752,0,0,0.174408296334893,1.15229691292445,2.59585193070941,4.35332075086717,16.9618427805433,38.8073800738007,74.0711209421824,90.4187304981562,,76,0,0,0,0,2,9,30,25,10,0,0,118,575,1559,3803,11572,67368,185213,119856,0,0,0.0213487333687939,0.0929793327156272,0.226731646589499,0.484977555600898,1.82174826121591,13.2581549815498,52.9314597140416,65.3821815880774,,129
-856336.314876336,7036491.65084485,2024/05/13 00:00:00+00,53.28823,-7.6926,2024-W12,2024-W12 - 17 March 2024 to 23 March 2024,13,11,2,0,0,13,0,0,0,13,0,0,,,,,0,0,2,7,0,2,1,1,0,0,263,119191,341940,406593,548709,554401,486574,380366,235725,7,0.0548999797517185,21.5642108386434,55.2927878761418,59.1324569478924,69.9741124260355,87.2778307782889,95.7587207872079,100,100,Inf,,,,,,,,,,,,,,,,,,,,,32,0,0,3,12,7,3,4,2,1,0,57,5637,39184,80075,126172,249849,323645,318746,199813,0,0.0118984746990417,1.01985432203298,6.3361776923985,11.6456296348006,16.0900836563967,39.3330436671736,63.6939729397294,91.0934494771528,108.999214471186,,53,0,0,3,5,9,17,16,2,1,0,0,964,7129,17854,34146,107761,197206,259185,165753,0,0,0.174408296334893,1.15278202248645,2.59657910083959,4.35446847582126,16.9645190439757,38.8105289052891,74.071692516097,90.4192760042768,,37,0,0,0,1,0,5,11,14,6,0,0,118,575,1560,3803,11577,67379,185227,119862,0,0,0.0213487333687939,0.0929793327156272,0.226877080615535,0.484977555600898,1.82253539751958,13.260319803198,52.9354607314431,65.3854546248009,,130
