X,Y,ExtractDate,Latitude,Longitude,Week,EpiWeek,WeeklyBoosterVaccines,Female,Male,NA,Moderna,Pfizer,AstraZeneca,Janssen,AD_Moderna,AD_Pfizer,AD_AstraZeneca,AD_Janssen,ID_Moderna,ID_Pfizer,ID_AstraZeneca,ID_Janssen,AD_Age0to9,AD_Age10to19,AD_Age20to29,AD_Age30to39,AD_Age40to49,AD_Age50to59,AD_Age60to69,AD_Age70to79,AD_Age80_,AD_NA,AD_Age0to9_Cum,AD_Age10to19_Cum,AD_Age20to29_Cum,AD_Age30to39_Cum,AD_Age40to49_Cum,AD_Age50to59_Cum,AD_Age60to69_Cum,AD_Age70to79_Cum,AD_Age80__Cum,AD_NA_Cum,BoosterPer_Age0to9,BoosterPer_Age10to19,BoosterPer_Age20to29,BoosterPer_Age30to39,BoosterPer_Age40to49,BoosterPer_Age50to59,BoosterPer_Age60to69,BoosterPer_Age70to79,BoosterPer_Age80_,BoosterPer_NA,ID_Age0to9,ID_Age10to19,ID_Age20to29,ID_Age30to39,ID_Age40to49,ID_Age50to59,ID_Age60to69,ID_Age70to79,ID_Age80_,ID_NA,ID_Age0to9_Cum,ID_Age10to19_Cum,ID_Age20to29_Cum,ID_Age30to39_Cum,ID_Age40to49_Cum,ID_Age50to59_Cum,ID_Age60to69_Cum,ID_Age70to79_Cum,ID_Age80__Cum,ID_NA_Cum,WeeklyAdditionalDose2,AD2_Age05to11,AD2_Age12to19,AD2_Age20to29,AD2_Age30to39,AD2_Age40to49,AD2_Age50to59,AD2_Age60to69,AD2_Age70to79,AD2_Age80_,AD2_NA,AD2_Age05to11_Cum,AD2_Age12to19_Cum,AD2_Age20to29_Cum,AD2_Age30to39_Cum,AD2_Age40to49_Cum,AD2_Age50to59_Cum,AD2_Age60to69_Cum,AD2_Age70to79_Cum,AD2_Age80__Cum,AD2_NA_Cum,Booster2Per_Age05to11,Booster2Per_Age12to19,Booster2Per_Age20to29,Booster2Per_Age30to39,Booster2Per_Age40to49,Booster2Per_Age50to59,Booster2Per_Age60to69,Booster2Per_Age70to79,Booster2Per_Age80_,Booster2Per_NA,WeeklyAdditionalDose3,AD3_Age05to11,AD3_Age12to19,AD3_Age20to29,AD3_Age30to39,AD3_Age40to49,AD3_Age50to59,AD3_Age60to69,AD3_Age70to79,AD3_Age80_,AD3_NA,AD3_Age05to11_cum,AD3_Age12to19_cum,AD3_Age20to29_cum,AD3_Age30to39_cum,AD3_Age40to49_cum,AD3_Age50to59_cum,AD3_Age60to69_cum,AD3_Age70to79_cum,AD3_Age80__cum,AD3_NA_cum,Booster3Per_Age05to11,Booster3Per_Age12to19,Booster3Per_Age20to29,Booster3Per_Age30to39,Booster3Per_Age40to49,Booster3Per_Age50to59,Booster3Per_Age60to69,Booster3Per_Age70to79,Booster3Per_Age80_,Booster3Per_NA,WeeklyAdditionalDose4,AD4_Age05to11,AD4_Age12to19,AD4_Age20to29,AD4_Age30to39,AD4_Age40to49,AD4_Age50to59,AD4_Age60to69,AD4_Age70to79,AD4_Age80_,AD4_NA,AD4_Age05to11_cum,AD4_Age12to19_cum,AD4_Age20to29_cum,AD4_Age30to39_cum,AD4_Age40to49_cum,AD4_Age50to59_cum,AD4_Age60to69_cum,AD4_Age70to79_cum,AD4_Age80__cum,AD4_NA_cum,Booster4Per_Age05to11,Booster4Per_Age12to19,Booster4Per_Age20to29,Booster4Per_Age30to39,Booster4Per_Age40to49,Booster4Per_Age50to59,Booster4Per_Age60to69,Booster4Per_Age70to79,Booster4Per_Age80_,Booster4Per_NA,ObjectId
-856336.314876336,7036491.65084485,2024/05/13 00:00:00+00,53.28823,-7.6926,2021-W39,2021-W39 - 26 September 2021 to 02 October 2021,7426,4244,3182,0,4,7421,1,0,3,6495,1,0,1,926,0,0,0,0,11,36,22,22,29,185,6194,0,0,0,11,36,22,22,29,185,6194,0,0,0,0.00177873506064678,0.00523562493728158,0.002805549887778,0.00346339973615191,0.00570725707257073,0.0528705870921463,3.3788649108643,,0,0,14,30,61,73,128,130,491,0,0,0,14,30,61,73,128,130,491,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
-856336.314876336,7036491.65084485,2024/05/13 00:00:00+00,53.28823,-7.6926,2021-W40,2021-W40 - 03 October 2021 to 09 October 2021,58593,33775,24817,1,20,58573,0,0,11,49469,0,0,9,9104,0,0,0,3,22,75,69,75,360,2233,46643,0,0,3,33,111,91,97,389,2418,52837,0,0,0.000542764407681202,0.00533620518194034,0.0161431768899515,0.011604774535809,0.0152704442912152,0.0765559655596556,0.691032862642215,28.8229068930153,,0,11,219,471,1078,1543,2057,1175,2559,0,0,11,233,501,1139,1616,2185,1305,3050,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
-856336.314876336,7036491.65084485,2024/05/13 00:00:00+00,53.28823,-7.6926,2021-W41,2021-W41 - 10 October 2021 to 16 October 2021,64132,36536,27596,0,21,64111,0,0,10,52148,0,0,11,11963,0,0,0,1,42,75,113,125,511,2976,48315,0,0,4,75,186,204,222,900,5394,101152,0,0,0.000723685876908269,0.0121277390498644,0.0270507288426215,0.026015098959396,0.0349488518829875,0.177121771217712,1.54153484743263,55.1790351087739,,0,17,298,589,1342,1986,2665,2220,2857,0,0,28,531,1090,2481,3602,4850,3525,5907,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
-856336.314876336,7036491.65084485,2024/05/13 00:00:00+00,53.28823,-7.6926,2021-W42,2021-W42 - 17 October 2021 to 23 October 2021,47928,26568,21360,0,14,47914,0,0,14,33172,0,0,0,14742,0,0,0,2,38,98,123,199,663,2835,29228,0,0,6,113,284,327,421,1563,8229,130380,0,0,0.0010855288153624,0.0182724601684624,0.0413032633941102,0.0417006733319731,0.0662768767690888,0.30760147601476,2.35174087125012,71.1230880010474,,0,31,469,946,1792,2688,3568,3119,2129,0,0,59,1000,2036,4273,6290,8418,6644,8036,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
-856336.314876336,7036491.65084485,2024/05/13 00:00:00+00,53.28823,-7.6926,2021-W43,2021-W43 - 24 October 2021 to 30 October 2021,30396,16617,13779,0,30,30361,2,0,28,15606,1,0,2,14755,0,0,0,2,35,94,105,213,597,2651,11941,0,0,8,148,378,432,634,2160,10880,142321,0,0,0.00144737175381654,0.0239320717250658,0.0549740618414565,0.0550907977963681,0.0998088833054687,0.425092250922509,3.10936209493271,77.6369765868773,,0,24,551,1073,2088,2955,3628,3254,1185,0,0,83,1551,3109,6361,9245,12046,9898,9221,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
-856336.314876336,7036491.65084485,2024/05/13 00:00:00+00,53.28823,-7.6926,2021-W44,2021-W44 - 31 October 2021 to 06 November 2021,59191,34063,25128,0,56,59132,3,0,42,46953,3,0,14,12179,0,0,0,5,425,967,1525,1761,8701,18614,15000,0,0,13,573,1345,1957,2395,10861,29494,157321,0,0,0.00235197909995188,0.0926559263409641,0.195608765017881,0.249566415017343,0.377038289458356,2.13746617466175,8.42900051727439,85.8195683955574,,0,15,357,790,1809,2561,2593,3050,1018,0,0,98,1908,3899,8170,11806,14639,12948,10239,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
-856336.314876336,7036491.65084485,2024/05/13 00:00:00+00,53.28823,-7.6926,2021-W45,2021-W45 - 07 November 2021 to 13 November 2021,153152,94875,58277,0,78,153060,5,0,71,144655,5,0,7,8405,0,0,0,12,5385,12419,17247,18141,17551,54755,19227,0,0,25,5958,13764,19204,20536,28412,84249,176548,0,0,0.00452303673067668,0.963427590121229,2.00175393435399,2.4489900020404,3.23292622643707,5.59153751537515,24.0772653617634,96.3080145759235,,0,23,258,490,944,1329,1548,2990,833,0,0,121,2166,4389,9114,13135,16187,15938,11072,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
-856336.314876336,7036491.65084485,2024/05/13 00:00:00+00,53.28823,-7.6926,2021-W46,2021-W46 - 14 November 2021 to 20 November 2021,177605,106508,71093,4,109,177485,1,0,86,165249,1,0,23,12236,0,0,0,25,5773,11616,15571,18826,21136,74951,17447,0,0,50,11731,25380,34775,39362,49548,159200,193995,0,0,0.00904607346135337,1.89694009058613,3.69111558078351,4.43468169761273,6.19665183701871,9.75114391143911,45.4972835949713,100,,0,45,462,881,1697,2360,2597,3492,726,0,0,166,2628,5270,10811,15495,18784,19430,11798,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8
-856336.314876336,7036491.65084485,2024/05/13 00:00:00+00,53.28823,-7.6926,2021-W47,2021-W47 - 21 November 2021 to 27 November 2021,200404,114459,85945,0,116,200262,6,0,110,185633,5,0,6,14629,0,0,0,102,6904,11633,17726,28968,41797,68817,9820,0,0,152,18635,37013,52501,68330,91345,228017,203815,0,0,0.0275000633225142,3.01333889592298,5.38294960565564,6.69518975719241,10.7570047259664,17.9768757687577,65.1642846323779,100,,1,58,752,1305,2656,3161,3447,2869,388,0,1,224,3380,6575,13467,18656,22231,22299,12186,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9
-856336.314876336,7036491.65084485,2024/05/13 00:00:00+00,53.28823,-7.6926,2021-W48,2021-W48 - 28 November 2021 to 04 December 2021,215771,115483,100284,4,155,215587,9,0,139,205465,9,0,16,10122,0,0,0,472,8887,12823,19358,41730,62695,54126,5539,0,0,624,27522,49836,71859,110060,154040,282143,209354,0,0,0.11289499679769,4.45039512173824,7.24785012151013,9.16381860844725,17.3264443164036,30.3153751537515,80.6327894807537,100,,0,57,601,1020,2019,2374,2407,1479,184,0,1,281,3981,7595,15486,21030,24638,23778,12370,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
-856336.314876336,7036491.65084485,2024/05/13 00:00:00+00,53.28823,-7.6926,2021-W49,2021-W49 - 05 December 2021 to 11 December 2021,220656,112656,107998,2,54528,166100,6,0,54239,161182,5,0,289,4918,0,0,0,245,8120,11180,18905,56928,90592,27218,2259,0,0,869,35642,61016,90764,166988,244632,309361,211613,0,0,0.157220756758321,5.76342500287023,8.87380253258813,11.5746786370129,26.2884634154789,48.1440590405904,88.411338883316,100,,0,36,327,473,894,1290,1461,659,69,0,1,317,4308,8068,16380,22320,26099,24437,12439,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11
-856336.314876336,7036491.65084485,2024/05/13 00:00:00+00,53.28823,-7.6926,2021-W50,2021-W50 - 12 December 2021 to 18 December 2021,348670,173725,174938,7,118434,230182,8,0,118077,225223,8,0,357,4959,0,0,1,1585,19726,27465,50276,119347,106257,17031,1664,1,1,2454,55368,88481,141040,286335,350889,326392,213277,1,0.000208745170158625,0.443981285483223,8.9531820761719,12.8681480576559,17.986125280555,45.0769347023208,69.0556457564576,93.2785765523233,100,Inf,0,78,357,593,1007,1341,1407,466,68,0,1,395,4665,8661,17387,23661,27506,24903,12507,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12
-856336.314876336,7036491.65084485,2024/05/13 00:00:00+00,53.28823,-7.6926,2021-W51,2021-W51 - 19 December 2021 to 25 December 2021,524635,255586,269025,24,198099,326474,12,0,197343,323545,12,0,756,2929,0,0,1,9418,68653,81196,174751,126014,51674,7687,1553,1,2,11872,124021,169677,315791,412349,402563,334079,214830,2,0.000417490340317251,2.14789968266374,20.0545909960431,24.6768092356424,40.2712456641502,64.9149735364775,79.2251906519065,95.4754208927413,100,Inf,0,119,362,484,963,805,645,256,53,0,1,514,5027,9145,18350,24466,28151,25159,12560,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13
-856336.314876336,7036491.65084485,2024/05/13 00:00:00+00,53.28823,-7.6926,2021-W52,2021-W52 - 26 December 2021 to 01 January 2022,179371,87098,92253,20,99202,80139,4,0,98858,79374,4,0,344,765,0,0,1,4151,25971,44691,59912,31150,10110,1793,482,1,3,16023,149992,214368,375703,443499,412673,335872,215312,3,0.000626235510475876,2.8989047014253,24.2541844742302,31.1764012931994,47.9115231585391,69.8188327083471,81.2148585485855,95.9878369070992,100,Inf,0,44,154,203,256,187,173,75,17,0,1,558,5181,9348,18606,24653,28324,25234,12577,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14
-856336.314876336,7036491.65084485,2024/05/13 00:00:00+00,53.28823,-7.6926,2022-W01,2022-W01 - 02 January 2022 to 08 January 2022,191806,95543,96226,37,69909,121857,9,0,69660,120951,9,0,249,906,0,0,0,14645,49060,48254,45600,21944,8305,2156,687,0,3,30668,199052,262622,421303,465443,420978,338028,215999,3,0.000626235510475876,5.5484996182557,32.1873428447148,38.1941747855212,53.7266629259335,73.2734165178979,82.8492988929889,96.6039935869407,100,Inf,0,99,132,169,244,206,189,97,19,0,1,657,5313,9517,18850,24859,28513,25331,12596,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15
-856336.314876336,7036491.65084485,2024/05/13 00:00:00+00,53.28823,-7.6926,2022-W02,2022-W02 - 09 January 2022 to 15 January 2022,135345,66490,68827,28,41200,94067,50,0,41009,93102,50,0,191,965,0,0,0,9092,32244,33460,31423,16974,7587,2481,928,0,3,39760,231296,296082,452726,482417,428565,340509,216927,3,0.000626235510475876,7.1934376164682,37.4013004170325,43.0603972966723,57.7338808406448,75.9455868415998,84.3424354243542,97.3130310278899,100,Inf,0,66,114,165,216,209,177,125,84,0,1,723,5427,9682,19066,25068,28690,25456,12680,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16
-856336.314876336,7036491.65084485,2024/05/13 00:00:00+00,53.28823,-7.6926,2022-W03,2022-W03 - 16 January 2022 to 22 January 2022,69279,33508,35759,12,16833,52404,28,0,16746,51950,28,0,87,454,0,0,0,5197,18092,16750,13893,8062,4436,1629,679,0,3,44957,249388,312832,466619,490479,433001,342138,217606,3,0.000626235510475876,8.13368649204126,40.3268344822345,45.4964172327686,59.5055855947766,77.2147654176388,85.2154489544895,97.7785779812581,100,Inf,0,26,50,78,99,94,105,60,29,0,1,749,5477,9760,19165,25162,28795,25516,12709,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17
-856336.314876336,7036491.65084485,2024/05/13 00:00:00+00,53.28823,-7.6926,2022-W04,2022-W04 - 23 January 2022 to 29 January 2022,38818,19102,19711,5,5933,32858,15,0,5912,32518,15,0,21,340,0,0,0,2488,8626,8894,7486,5147,3494,1722,600,0,3,47445,258014,321726,474105,495626,436495,343860,218206,3,0.000626235510475876,8.58381910747821,41.7216861761562,46.7899074603292,60.4602377065905,78.0250435286376,85.9030750307503,98.2707031216509,100,Inf,0,16,24,32,65,68,80,51,25,0,1,765,5501,9792,19230,25230,28875,25567,12734,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18
-856336.314876336,7036491.65084485,2024/05/13 00:00:00+00,53.28823,-7.6926,2022-W05,2022-W05 - 30 January 2022 to 05 February 2022,29973,14922,15045,6,625,29315,20,0,622,29013,20,0,3,302,0,0,0,1607,5593,6614,5907,4038,3226,2052,631,0,3,49052,263607,328340,480012,499664,439721,345912,218837,3,0.000626235510475876,8.87455990852611,42.6260921029014,47.7518081085287,61.2135278514589,78.6607348074822,86.5379581795818,98.8571379579379,100,Inf,1,19,17,26,44,54,74,39,31,0,2,784,5518,9818,19274,25284,28949,25606,12765,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19
-856336.314876336,7036491.65084485,2024/05/13 00:00:00+00,53.28823,-7.6926,2022-W06,2022-W06 - 06 February 2022 to 12 February 2022,28345,14278,14064,3,258,28055,20,0,253,27773,20,0,5,282,0,0,0,1359,5493,6179,5342,3928,3106,2067,583,0,3,50411,269100,334519,485354,503592,442827,347979,219420,3,0.000626235510475876,9.12043218520569,43.5143277109135,48.6504449554027,61.8947663742093,79.279109087646,87.1492250922509,99.4478595985836,100,Inf,0,15,18,29,55,48,47,38,38,0,2,799,5536,9847,19329,25332,28996,25644,12803,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20
-856336.314876336,7036491.65084485,2024/05/13 00:00:00+00,53.28823,-7.6926,2022-W07,2022-W07 - 13 February 2022 to 19 February 2022,25246,12472,12771,3,207,25014,13,0,205,24734,13,0,2,280,0,0,0,1122,4427,5301,4754,3851,2982,1985,541,0,3,51533,273527,339820,490108,507443,445809,349964,219961,3,0.000626235510475876,9.32342607367846,44.2301877212302,49.4213907274174,62.5010201999592,79.8853614687334,87.7360885608856,100,100,Inf,0,5,19,29,39,52,58,52,29,0,2,804,5555,9876,19368,25384,29054,25696,12832,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21
-856336.314876336,7036491.65084485,2024/05/13 00:00:00+00,53.28823,-7.6926,2022-W08,2022-W08 - 20 February 2022 to 26 February 2022,21114,10630,10480,4,89,20998,19,0,89,20707,19,0,0,291,0,0,0,1125,3675,3730,3341,3075,2983,2218,676,0,3,52658,277202,343550,493449,510518,448792,352182,220637,3,0.000626235510475876,9.52696272655891,44.8244469346735,49.9638596445302,62.9270812079167,80.369450295491,88.3231488314883,100,100,Inf,9,21,16,28,38,51,53,44,31,0,11,825,5571,9904,19406,25435,29107,25740,12863,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22
-856336.314876336,7036491.65084485,2024/05/13 00:00:00+00,53.28823,-7.6926,2022-W09,2022-W09 - 27 February 2022 to 05 March 2022,21088,10971,10114,3,121,20932,22,0,119,20671,22,0,2,261,0,0,0,915,2821,3392,3388,3331,3556,2517,905,0,3,53573,280023,346942,496837,513849,452348,354699,221542,3,0.000626235510475876,9.69250587090168,45.2806116261358,50.4571718608429,63.3591358906346,80.8938405009965,89.0229766297663,100,100,Inf,16,20,11,19,34,50,55,46,12,0,27,845,5582,9923,19440,25485,29162,25786,12875,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23
-856336.314876336,7036491.65084485,2024/05/13 00:00:00+00,53.28823,-7.6926,2022-W10,2022-W10 - 06 March 2022 to 12 March 2022,22605,11717,10882,6,113,22466,12,0,113,22225,12,0,0,241,0,0,0,3369,2697,3116,3551,3227,3143,2319,942,0,3,56942,282720,350058,500388,517076,455491,357018,222484,3,0.000626235510475876,10.3020303007277,45.7167251223689,50.9103442859698,63.8119771475209,81.4018582713857,89.6415252152521,100,100,Inf,6,19,13,24,28,42,54,39,16,0,33,864,5595,9947,19468,25527,29216,25825,12891,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24
-856336.314876336,7036491.65084485,2024/05/13 00:00:00+00,53.28823,-7.6926,2022-W11,2022-W11 - 13 March 2022 to 19 March 2022,15572,7897,7674,1,62,15498,8,0,62,15377,8,0,0,121,0,0,0,3391,1829,2175,2256,2033,1910,1319,538,0,3,60333,284549,352233,502644,519109,457401,358337,223022,3,0.000626235510475876,10.9155350028767,46.0124802519982,51.2266632925973,64.0996735360131,81.7219078924583,90.0174169741697,100,100,Inf,6,15,5,10,10,20,23,24,8,0,39,879,5600,9957,19478,25547,29239,25849,12899,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25
-856336.314876336,7036491.65084485,2024/05/13 00:00:00+00,53.28823,-7.6926,2022-W12,2022-W12 - 20 March 2022 to 26 March 2022,25514,13079,12435,0,112,25388,6,0,112,25110,6,0,0,278,0,0,0,4602,3677,4066,4156,3387,2842,1768,738,0,3,64935,288226,356299,506800,522496,460243,360105,223760,3,0.000626235510475876,11.7481356042596,46.6070628718163,51.817998042458,64.6296674148133,82.2551140245649,90.5767281672817,100,100,Inf,12,16,10,23,34,45,71,46,21,0,51,895,5610,9980,19512,25592,29310,25895,12920,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26
-856336.314876336,7036491.65084485,2024/05/13 00:00:00+00,53.28823,-7.6926,2022-W13,2022-W13 - 27 March 2022 to 02 April 2022,23972,12313,11658,1,113,23841,6,0,113,23573,6,0,0,268,0,0,1,3665,4188,4495,4002,2968,2327,1468,589,0,4,68600,292414,360794,510802,525464,462570,361573,224349,3,0.000834980680634502,12.4112127889768,47.2842758203607,52.471723989488,65.1400224443991,82.722358134424,91.0346863468635,100,100,Inf,7,16,12,22,28,48,49,52,35,0,58,911,5622,10002,19540,25640,29359,25947,12955,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27
-856336.314876336,7036491.65084485,2024/05/13 00:00:00+00,53.28823,-7.6926,2022-W14,2022-W14 - 03 April 2022 to 09 April 2022,24881,12674,12204,3,43,24824,4,0,42,24572,4,0,1,252,0,0,0,5473,4243,4409,3940,2856,1958,1242,506,0,4,74073,296657,365203,514742,528320,464528,362815,224855,3,0.000834980680634502,13.4013959900566,47.9703824442084,53.112942610279,65.6424709243012,83.1719703910808,91.420024600246,100,100,Inf,12,20,23,23,43,31,44,41,17,0,70,931,5645,10025,19583,25671,29403,25988,12972,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28
-856336.314876336,7036491.65084485,2024/05/13 00:00:00+00,53.28823,-7.6926,2022-W15,2022-W15 - 10 April 2022 to 16 April 2022,19590,9888,9698,4,35,19529,8,0,34,19363,8,0,1,166,0,0,1,5658,3640,3417,2619,1812,1201,721,354,0,5,79731,300297,368620,517361,530132,465729,363536,225209,3,0.00104372585079313,14.4250496629433,48.5589820460951,53.6098906772426,65.9764588859417,83.4572285875311,91.6563837638376,100,100,Inf,9,15,12,20,18,22,28,25,18,0,79,946,5657,10045,19601,25693,29431,26013,12990,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29
-856336.314876336,7036491.65084485,2024/05/13 00:00:00+00,53.28823,-7.6926,2022-W16,2022-W16 - 17 April 2022 to 23 April 2022,11537,5884,5652,1,1483,10045,3,0,1462,9951,2,0,21,94,0,0,0,2794,2533,2041,1719,1085,658,410,181,0,5,82525,302830,370661,519080,531217,466387,363946,225390,3,0.00104372585079313,14.9305442479637,48.9685762196059,53.9067215243813,66.195674352173,83.6280371654277,91.7858794587946,100,100,Inf,3,6,6,12,12,15,30,19,13,0,82,952,5663,10057,19613,25708,29461,26032,13003,0,11955,0,0,11,19,40,77,1668,3518,1533,0,0,0,11,19,40,77,1668,3518,1533,0,0,0,0.00177873506064678,0.00276324649467639,0.00510099979596001,0.0121218990765317,0.328265682656827,1.00539851562254,0.836260882847106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
-856336.314876336,7036491.65084485,2024/05/13 00:00:00+00,53.28823,-7.6926,2022-W17,2022-W17 - 24 April 2022 to 30 April 2022,12342,6404,5938,0,3239,9091,8,0,3198,9006,8,0,41,85,0,0,0,1936,2763,2322,1942,1144,863,780,466,0,5,84461,305593,372983,521022,532361,467250,364726,225856,3,0.00104372585079313,15.2808082123873,49.4153621262029,54.2444193328359,66.4433278922669,83.8081339517076,91.9557195571956,100,100,Inf,0,6,7,9,14,21,28,27,14,0,82,958,5670,10066,19627,25729,29489,26059,13017,0,33018,1,1,17,33,58,116,6810,16119,9863,0,1,1,28,52,98,193,8478,19637,11396,0,0.000208745170158625,0.000180921469227067,0.00452768924528271,0.00756256935385117,0.012497449500102,0.0303834613216963,1.66848708487085,5.61199847961339,6.21658775011456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31
