X_x,Y_x,ExtractDate_x,Week,TotalweeklyVaccines,Male_x,Female_x,NA_x,Moderna_x,Pfizer_x,Janssen_x,AstraZeneca_x,Partial_Age0to9,Partial_Age10to19,Partial_Age20to29,Partial_Age30to39,Partial_Age40to49,Partial_Age50to59,Partial_Age60to69,Partial_Age70to79,Partial_Age80_,Partial_NA,ParCum_Age0to9,ParCum_Age10to19,ParCum_Age20to29,ParCum_Age30to39,ParCum_Age40to49,ParCum_Age50to59,ParCum_Age60to69,ParCum_Age70to79,ParCum_80_,ParCum_NA,ParPer_Age0to9,ParPer_Age10to19,ParPer_Age20to29,ParPer_Age30to39,ParPer_Age40to49,ParPer_Age50to59,ParPer_Age60to69,ParPer_Age70to79,ParPer_80_,ParPer_NA,Fully_Age0to9,Fully_Age10to19,Fully_Age20to29,Fully_Age30to39,Fully_Age40to49,Fully_Age50to59,Fully_Age60to69,Fully_Age70to79,Fully_Age80_,Fully_NA,FullyCum_Age0to9,FullyCum_Age10to19,FullyCum_Age20to29,FullyCum_Age30to39,FullyCum_Age40to49,FullyCum_Age50to59,FullyCum_Age60to69,FullyCum_Age70to79,FullyCum_80_,FullyCum_NA,FullyPer_Age0to9,FullyPer_Age10to19,FullyPer_Age20to29,FullyPer_Age30to39,FullyPer_Age40to49,FullyPer_Age50to59,FullyPer_Age60to69,FullyPer_Age70to79,FullyPer_80_,FullyPer_NA,ObjectId_x,X_y,Y_y,ExtractDate_y,Latitude,Longitude,EpiWeek,WeeklyBoosterVaccines,Female_y,Male_y,NA_y,Moderna_y,Pfizer_y,AstraZeneca_y,Janssen_y,AD_Moderna,AD_Pfizer,AD_AstraZeneca,AD_Janssen,ID_Moderna,ID_Pfizer,ID_AstraZeneca,ID_Janssen,AD_Age0to9,AD_Age10to19,AD_Age20to29,AD_Age30to39,AD_Age40to49,AD_Age50to59,AD_Age60to69,AD_Age70to79,AD_Age80_,AD_NA,AD_Age0to9_Cum,AD_Age10to19_Cum,AD_Age20to29_Cum,AD_Age30to39_Cum,AD_Age40to49_Cum,AD_Age50to59_Cum,AD_Age60to69_Cum,AD_Age70to79_Cum,AD_Age80__Cum,AD_NA_Cum,BoosterPer_Age0to9,BoosterPer_Age10to19,BoosterPer_Age20to29,BoosterPer_Age30to39,BoosterPer_Age40to49,BoosterPer_Age50to59,BoosterPer_Age60to69,BoosterPer_Age70to79,BoosterPer_Age80_,BoosterPer_NA,ID_Age0to9,ID_Age10to19,ID_Age20to29,ID_Age30to39,ID_Age40to49,ID_Age50to59,ID_Age60to69,ID_Age70to79,ID_Age80_,ID_NA,ID_Age0to9_Cum,ID_Age10to19_Cum,ID_Age20to29_Cum,ID_Age30to39_Cum,ID_Age40to49_Cum,ID_Age50to59_Cum,ID_Age60to69_Cum,ID_Age70to79_Cum,ID_Age80__Cum,ID_NA_Cum,WeeklyAdditionalDose2,AD2_Age05to11,AD2_Age12to19,AD2_Age20to29,AD2_Age30to39,AD2_Age40to49,AD2_Age50to59,AD2_Age60to69,AD2_Age70to79,AD2_Age80_,AD2_NA,AD2_Age05to11_Cum,AD2_Age12to19_Cum,AD2_Age20to29_Cum,AD2_Age30to39_Cum,AD2_Age40to49_Cum,AD2_Age50to59_Cum,AD2_Age60to69_Cum,AD2_Age70to79_Cum,AD2_Age80__Cum,AD2_NA_Cum,Booster2Per_Age05to11,Booster2Per_Age12to19,Booster2Per_Age20to29,Booster2Per_Age30to39,Booster2Per_Age40to49,Booster2Per_Age50to59,Booster2Per_Age60to69,Booster2Per_Age70to79,Booster2Per_Age80_,Booster2Per_NA,WeeklyAdditionalDose3,AD3_Age05to11,AD3_Age12to19,AD3_Age20to29,AD3_Age30to39,AD3_Age40to49,AD3_Age50to59,AD3_Age60to69,AD3_Age70to79,AD3_Age80_,AD3_NA,AD3_Age05to11_cum,AD3_Age12to19_cum,AD3_Age20to29_cum,AD3_Age30to39_cum,AD3_Age40to49_cum,AD3_Age50to59_cum,AD3_Age60to69_cum,AD3_Age70to79_cum,AD3_Age80__cum,AD3_NA_cum,Booster3Per_Age05to11,Booster3Per_Age12to19,Booster3Per_Age20to29,Booster3Per_Age30to39,Booster3Per_Age40to49,Booster3Per_Age50to59,Booster3Per_Age60to69,Booster3Per_Age70to79,Booster3Per_Age80_,Booster3Per_NA,WeeklyAdditionalDose4,AD4_Age05to11,AD4_Age12to19,AD4_Age20to29,AD4_Age30to39,AD4_Age40to49,AD4_Age50to59,AD4_Age60to69,AD4_Age70to79,AD4_Age80_,AD4_NA,AD4_Age05to11_cum,AD4_Age12to19_cum,AD4_Age20to29_cum,AD4_Age30to39_cum,AD4_Age40to49_cum,AD4_Age50to59_cum,AD4_Age60to69_cum,AD4_Age70to79_cum,AD4_Age80__cum,AD4_NA_cum,Booster4Per_Age05to11,Booster4Per_Age12to19,Booster4Per_Age20to29,Booster4Per_Age30to39,Booster4Per_Age40to49,Booster4Per_Age50to59,Booster4Per_Age60to69,Booster4Per_Age70to79,Booster4Per_Age80_,Booster4Per_NA,ObjectId_y
-856336.314876336,7036491.65084485,2024/05/12 23:00:00+00,2022-W07,22078,11156,10922,0,23,22046,3,6,2769.0,2428.0,202.0,184.0,102.0,40.0,16.0,11.0,7.0,0.0,63866.0,347788.0,554575.0,593538.0,708699.0,635677.0,521370.0,394876.0,250760.0,33.0,0.0817994705179421,0.629223159395433,0.896765451143807,0.863206209451176,0.903768363599265,1.0,1.0,1.0,1.0,inf,7901.0,7201.0,462.0,353.0,228.0,100.0,50.0,17.0,10.0,0.0,38368.0,320538.0,544846.0,585222.0,702481.0,632781.0,519005.0,393375.0,248498.0,20.0,0.0491416729532521,0.579922059031057,0.881033348048323,0.851111915846055,0.895838859416446,0.996169794746337,1.0,1.0,1.0,inf,60,-856336.314876336,7036491.65084485,2024/05/13 00:00:00+00,53.28823,-7.6926,2022-W07 - 13 February 2022 to 19 February 2022,25246.0,12472.0,12771.0,3.0,207.0,25014.0,13.0,0.0,205.0,24734.0,13.0,0.0,2.0,280.0,0.0,0.0,0.0,1122.0,4427.0,5301.0,4754.0,3851.0,2982.0,1985.0,541.0,0.0,3.0,51533.0,273527.0,339820.0,490108.0,507443.0,445809.0,349964.0,219961.0,3.0,0.0006262355104758,9.32342607367846,44.2301877212302,49.4213907274174,62.5010201999592,79.8853614687334,87.7360885608856,100.0,100.0,inf,0.0,5.0,19.0,29.0,39.0,52.0,58.0,52.0,29.0,0.0,2.0,804.0,5555.0,9876.0,19368.0,25384.0,29054.0,25696.0,12832.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0
-856336.314876336,7036491.65084485,2024/05/12 23:00:00+00,2022-W08,16645,8538,8107,0,6,16629,5,5,2481.0,2307.0,173.0,137.0,76.0,32.0,16.0,10.0,4.0,0.0,66347.0,350095.0,554748.0,593675.0,708775.0,635709.0,521386.0,394886.0,250764.0,33.0,0.084977131344595,0.633397017690501,0.897045197657891,0.863405454066844,0.903865282595389,1.0,1.0,1.0,1.0,inf,5619.0,4830.0,363.0,305.0,178.0,72.0,31.0,8.0,6.0,0.0,43987.0,325368.0,545209.0,585527.0,702659.0,632853.0,519036.0,393383.0,248504.0,20.0,0.0563384791543657,0.588660565994724,0.881620330618337,0.851555489625464,0.896065853907366,0.996283142374066,1.0,1.0,1.0,inf,61,-856336.314876336,7036491.65084485,2024/05/13 00:00:00+00,53.28823,-7.6926,2022-W08 - 20 February 2022 to 26 February 2022,21114.0,10630.0,10480.0,4.0,89.0,20998.0,19.0,0.0,89.0,20707.0,19.0,0.0,0.0,291.0,0.0,0.0,0.0,1125.0,3675.0,3730.0,3341.0,3075.0,2983.0,2218.0,676.0,0.0,3.0,52658.0,277202.0,343550.0,493449.0,510518.0,448792.0,352182.0,220637.0,3.0,0.0006262355104758,9.52696272655891,44.8244469346735,49.9638596445302,62.9270812079167,80.369450295491,88.3231488314883,100.0,100.0,inf,9.0,21.0,16.0,28.0,38.0,51.0,53.0,44.0,31.0,0.0,11.0,825.0,5571.0,9904.0,19406.0,25435.0,29107.0,25740.0,12863.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0
-856336.314876336,7036491.65084485,2024/05/12 23:00:00+00,2022-W09,13360,6653,6707,0,8,13331,5,14,1391.0,1286.0,116.0,121.0,85.0,36.0,20.0,12.0,6.0,0.0,67738.0,351381.0,554864.0,593796.0,708860.0,635745.0,521406.0,394898.0,250770.0,33.0,0.0867587219168941,0.635723667784761,0.897232773355196,0.863581429238347,0.903973678841053,1.0,1.0,1.0,1.0,inf,4920.0,4464.0,327.0,316.0,149.0,66.0,35.0,10.0,4.0,0.0,48907.0,329832.0,545536.0,585843.0,702808.0,632919.0,519071.0,393393.0,248508.0,20.0,0.0626400072749349,0.596736900381021,0.882149100040911,0.852015061147736,0.896255866149765,0.996387044366151,1.0,1.0,1.0,inf,62,-856336.314876336,7036491.65084485,2024/05/13 00:00:00+00,53.28823,-7.6926,2022-W09 - 27 February 2022 to 05 March 2022,21088.0,10971.0,10114.0,3.0,121.0,20932.0,22.0,0.0,119.0,20671.0,22.0,0.0,2.0,261.0,0.0,0.0,0.0,915.0,2821.0,3392.0,3388.0,3331.0,3556.0,2517.0,905.0,0.0,3.0,53573.0,280023.0,346942.0,496837.0,513849.0,452348.0,354699.0,221542.0,3.0,0.0006262355104758,9.69250587090168,45.2806116261358,50.4571718608429,63.3591358906346,80.8938405009965,89.0229766297663,100.0,100.0,inf,16.0,20.0,11.0,19.0,34.0,50.0,55.0,46.0,12.0,0.0,27.0,845.0,5582.0,9923.0,19440.0,25485.0,29162.0,25786.0,12875.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0
-856336.314876336,7036491.65084485,2024/05/12 23:00:00+00,2022-W10,10014,5032,4981,1,6,9995,4,8,846.0,905.0,91.0,97.0,64.0,19.0,15.0,8.0,2.0,0.0,68584.0,352286.0,554955.0,593893.0,708924.0,635764.0,521421.0,394906.0,250772.0,33.0,0.0878422773620164,0.637361007081266,0.897379923255667,0.863722500243602,0.904055294837788,1.0,1.0,1.0,1.0,inf,3786.0,3440.0,281.0,251.0,117.0,58.0,23.0,10.0,5.0,0.0,52693.0,333272.0,545817.0,586094.0,702925.0,632977.0,519094.0,393403.0,248513.0,20.0,0.0674891100116168,0.602960598922432,0.882603485997313,0.852380100553086,0.896405070393797,0.996478352177376,1.0,1.0,1.0,inf,63,-856336.314876336,7036491.65084485,2024/05/13 00:00:00+00,53.28823,-7.6926,2022-W10 - 06 March 2022 to 12 March 2022,22605.0,11717.0,10882.0,6.0,113.0,22466.0,12.0,0.0,113.0,22225.0,12.0,0.0,0.0,241.0,0.0,0.0,0.0,3369.0,2697.0,3116.0,3551.0,3227.0,3143.0,2319.0,942.0,0.0,3.0,56942.0,282720.0,350058.0,500388.0,517076.0,455491.0,357018.0,222484.0,3.0,0.0006262355104758,10.3020303007277,45.7167251223689,50.9103442859698,63.8119771475209,81.4018582713857,89.6415252152521,100.0,100.0,inf,6.0,19.0,13.0,24.0,28.0,42.0,54.0,39.0,16.0,0.0,33.0,864.0,5595.0,9947.0,19468.0,25527.0,29216.0,25825.0,12891.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0
-856336.314876336,7036491.65084485,2024/05/12 23:00:00+00,2022-W11,7178,3689,3489,0,2,7160,2,6,733.0,675.0,70.0,72.0,40.0,19.0,7.0,5.0,3.0,0.0,69317.0,352961.0,555025.0,593965.0,708964.0,635783.0,521428.0,394911.0,250775.0,33.0,0.0887811025881093,0.638582226998549,0.897493115486799,0.863827212742348,0.904106304835748,1.0,1.0,1.0,1.0,inf,2775.0,2347.0,168.0,130.0,82.0,24.0,14.0,12.0,3.0,0.0,55468.0,335619.0,545985.0,586224.0,703007.0,633001.0,519108.0,393415.0,248516.0,20.0,0.0710433255674257,0.607206825805191,0.882875147352029,0.852569164786932,0.896509640889614,0.996516134719953,1.0,1.0,1.0,inf,64,-856336.314876336,7036491.65084485,2024/05/13 00:00:00+00,53.28823,-7.6926,2022-W11 - 13 March 2022 to 19 March 2022,15572.0,7897.0,7674.0,1.0,62.0,15498.0,8.0,0.0,62.0,15377.0,8.0,0.0,0.0,121.0,0.0,0.0,0.0,3391.0,1829.0,2175.0,2256.0,2033.0,1910.0,1319.0,538.0,0.0,3.0,60333.0,284549.0,352233.0,502644.0,519109.0,457401.0,358337.0,223022.0,3.0,0.0006262355104758,10.9155350028767,46.0124802519982,51.2266632925973,64.0996735360131,81.7219078924583,90.0174169741697,100.0,100.0,inf,6.0,15.0,5.0,10.0,10.0,20.0,23.0,24.0,8.0,0.0,39.0,879.0,5600.0,9957.0,19478.0,25547.0,29239.0,25849.0,12899.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0
-856336.314876336,7036491.65084485,2024/05/12 23:00:00+00,2022-W12,8170,4075,4095,0,5,8131,1,7,961.0,871.0,104.0,83.0,63.0,29.0,14.0,11.0,4.0,0.0,70278.0,353832.0,555129.0,594048.0,709027.0,635812.0,521442.0,394922.0,250779.0,33.0,0.0900119498490579,0.640158052995517,0.897661286801624,0.863947922983957,0.904186645582534,1.0,1.0,1.0,1.0,inf,2913.0,2547.0,201.0,166.0,115.0,56.0,21.0,9.0,3.0,0.0,58381.0,338166.0,546186.0,586390.0,703122.0,633057.0,519129.0,393424.0,248519.0,20.0,0.0747742913022262,0.611814895626404,0.883200170758566,0.852810585270151,0.896656294633748,0.996604293985964,1.0,1.0,1.0,inf,65,-856336.314876336,7036491.65084485,2024/05/13 00:00:00+00,53.28823,-7.6926,2022-W12 - 20 March 2022 to 26 March 2022,25514.0,13079.0,12435.0,0.0,112.0,25388.0,6.0,0.0,112.0,25110.0,6.0,0.0,0.0,278.0,0.0,0.0,0.0,4602.0,3677.0,4066.0,4156.0,3387.0,2842.0,1768.0,738.0,0.0,3.0,64935.0,288226.0,356299.0,506800.0,522496.0,460243.0,360105.0,223760.0,3.0,0.0006262355104758,11.7481356042596,46.6070628718163,51.817998042458,64.6296674148133,82.2551140245649,90.5767281672817,100.0,100.0,inf,12.0,16.0,10.0,23.0,34.0,45.0,71.0,46.0,21.0,0.0,51.0,895.0,5610.0,9980.0,19512.0,25592.0,29310.0,25895.0,12920.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.0
-856336.314876336,7036491.65084485,2024/05/12 23:00:00+00,2022-W13,5933,3006,2927,0,6,5907,6,8,849.0,755.0,116.0,101.0,53.0,27.0,21.0,9.0,4.0,0.0,71127.0,354587.0,555245.0,594149.0,709080.0,635839.0,521463.0,394931.0,250783.0,33.0,0.0910993476893757,0.641524010088181,0.897848862498929,0.864094811350253,0.904254233829831,1.0,1.0,1.0,1.0,inf,1864.0,1639.0,200.0,139.0,90.0,31.0,24.0,13.0,4.0,0.0,60245.0,339805.0,546386.0,586529.0,703212.0,633088.0,519153.0,393437.0,248523.0,20.0,0.0771616995170109,0.614780198507036,0.883523577133229,0.85301273856634,0.896771067129157,0.996653096436791,1.0,1.0,1.0,inf,66,-856336.314876336,7036491.65084485,2024/05/13 00:00:00+00,53.28823,-7.6926,2022-W13 - 27 March 2022 to 02 April 2022,23972.0,12313.0,11658.0,1.0,113.0,23841.0,6.0,0.0,113.0,23573.0,6.0,0.0,0.0,268.0,0.0,0.0,1.0,3665.0,4188.0,4495.0,4002.0,2968.0,2327.0,1468.0,589.0,0.0,4.0,68600.0,292414.0,360794.0,510802.0,525464.0,462570.0,361573.0,224349.0,3.0,0.0008349806806345,12.4112127889768,47.2842758203607,52.471723989488,65.1400224443991,82.722358134424,91.0346863468635,100.0,100.0,inf,7.0,16.0,12.0,22.0,28.0,48.0,49.0,52.0,35.0,0.0,58.0,911.0,5622.0,10002.0,19540.0,25640.0,29359.0,25947.0,12955.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.0
-856336.314876336,7036491.65084485,2024/05/12 23:00:00+00,2022-W14,4675,2391,2284,0,3,4621,2,4,644.0,754.0,151.0,120.0,61.0,41.0,21.0,6.0,4.0,0.0,71771.0,355341.0,555396.0,594269.0,709141.0,635880.0,521484.0,394937.0,250787.0,33.0,0.091924181858003,0.642888157966153,0.898093034311799,0.864269332181496,0.904332024076719,1.0,1.0,1.0,1.0,inf,1195.0,1250.0,155.0,132.0,87.0,30.0,13.0,8.0,5.0,0.0,61440.0,341055.0,546541.0,586661.0,703299.0,633118.0,519166.0,393445.0,248528.0,20.0,0.0786922536032061,0.617041716872374,0.883774217073593,0.853204711480707,0.896882013874719,0.996700324615012,1.0,1.0,1.0,inf,67,-856336.314876336,7036491.65084485,2024/05/13 00:00:00+00,53.28823,-7.6926,2022-W14 - 03 April 2022 to 09 April 2022,24881.0,12674.0,12204.0,3.0,43.0,24824.0,4.0,0.0,42.0,24572.0,4.0,0.0,1.0,252.0,0.0,0.0,0.0,5473.0,4243.0,4409.0,3940.0,2856.0,1958.0,1242.0,506.0,0.0,4.0,74073.0,296657.0,365203.0,514742.0,528320.0,464528.0,362815.0,224855.0,3.0,0.0008349806806345,13.4013959900566,47.9703824442084,53.112942610279,65.6424709243012,83.1719703910808,91.420024600246,100.0,100.0,inf,12.0,20.0,23.0,23.0,43.0,31.0,44.0,41.0,17.0,0.0,70.0,931.0,5645.0,10025.0,19583.0,25671.0,29403.0,25988.0,12972.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.0
-856336.314876336,7036491.65084485,2024/05/12 23:00:00+00,2022-W15,4403,2327,2076,0,2,4366,2,4,641.0,687.0,140.0,98.0,48.0,21.0,20.0,6.0,5.0,0.0,72412.0,356028.0,555536.0,594367.0,709189.0,635901.0,521504.0,394943.0,250792.0,33.0,0.0927451736314349,0.644131088459743,0.898319418774063,0.864411857527011,0.904393236074271,1.0,1.0,1.0,1.0,inf,1166.0,1210.0,139.0,112.0,66.0,22.0,15.0,7.0,2.0,0.0,62606.0,342265.0,546680.0,586773.0,703365.0,633140.0,519181.0,393452.0,248530.0,20.0,0.0801856645358451,0.619230866650022,0.883998984503984,0.853367597589867,0.896966180371353,0.996734958612373,1.0,1.0,1.0,inf,68,-856336.314876336,7036491.65084485,2024/05/13 00:00:00+00,53.28823,-7.6926,2022-W15 - 10 April 2022 to 16 April 2022,19590.0,9888.0,9698.0,4.0,35.0,19529.0,8.0,0.0,34.0,19363.0,8.0,0.0,1.0,166.0,0.0,0.0,1.0,5658.0,3640.0,3417.0,2619.0,1812.0,1201.0,721.0,354.0,0.0,5.0,79731.0,300297.0,368620.0,517361.0,530132.0,465729.0,363536.0,225209.0,3.0,0.0010437258507931,14.4250496629433,48.5589820460951,53.6098906772426,65.9764588859417,83.4572285875311,91.6563837638376,100.0,100.0,inf,9.0,15.0,12.0,20.0,18.0,22.0,28.0,25.0,18.0,0.0,79.0,946.0,5657.0,10045.0,19601.0,25693.0,29431.0,26013.0,12990.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.0
-856336.314876336,7036491.65084485,2024/05/12 23:00:00+00,2022-W16,3643,1868,1775,0,23,3608,2,4,430.0,538.0,105.0,45.0,40.0,16.0,11.0,8.0,4.0,0.0,72842.0,356566.0,555641.0,594412.0,709229.0,635917.0,521515.0,394951.0,250796.0,33.0,0.0932959169427855,0.645104445964185,0.898489207120762,0.864477302838727,0.90444424607223,1.0,1.0,1.0,1.0,inf,1172.0,987.0,117.0,92.0,40.0,21.0,11.0,8.0,0.0,0.0,63778.0,343252.0,546797.0,586865.0,703405.0,633161.0,519192.0,393460.0,248530.0,20.0,0.081686760258875,0.621016561551293,0.884188177233161,0.85350139689382,0.897017190369312,0.996768018337127,1.0,1.0,1.0,inf,69,-856336.314876336,7036491.65084485,2024/05/13 00:00:00+00,53.28823,-7.6926,2022-W16 - 17 April 2022 to 23 April 2022,11537.0,5884.0,5652.0,1.0,1483.0,10045.0,3.0,0.0,1462.0,9951.0,2.0,0.0,21.0,94.0,0.0,0.0,0.0,2794.0,2533.0,2041.0,1719.0,1085.0,658.0,410.0,181.0,0.0,5.0,82525.0,302830.0,370661.0,519080.0,531217.0,466387.0,363946.0,225390.0,3.0,0.0010437258507931,14.9305442479637,48.9685762196059,53.9067215243813,66.195674352173,83.6280371654277,91.7858794587946,100.0,100.0,inf,3.0,6.0,6.0,12.0,12.0,15.0,30.0,19.0,13.0,0.0,82.0,952.0,5663.0,10057.0,19613.0,25708.0,29461.0,26032.0,13003.0,0.0,11955.0,0.0,0.0,11.0,19.0,40.0,77.0,1668.0,3518.0,1533.0,0.0,0.0,0.0,11.0,19.0,40.0,77.0,1668.0,3518.0,1533.0,0.0,0.0,0.0,0.0017787350606467,0.0027632464946763,0.00510099979596,0.0121218990765317,0.328265682656827,1.00539851562254,0.836260882847106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0
-856336.314876336,7036491.65084485,2024/05/12 23:00:00+00,2022-W17,2874,1427,1446,1,77,2756,1,3,287.0,459.0,116.0,80.0,46.0,26.0,12.0,6.0,7.0,0.0,73129.0,357025.0,555757.0,594492.0,709275.0,635943.0,521527.0,394957.0,250803.0,33.0,0.093663506083152,0.645934875507937,0.898676782818066,0.864593650059555,0.904502907569884,1.0,1.0,1.0,1.0,inf,658.0,762.0,172.0,125.0,61.0,31.0,16.0,6.0,5.0,0.0,64436.0,344014.0,546969.0,586990.0,703466.0,633192.0,519208.0,393466.0,248535.0,20.0,0.0825295256050812,0.622395183146803,0.884466306715372,0.853683189426365,0.897094980616201,0.996816820787955,1.0,1.0,1.0,inf,70,-856336.314876336,7036491.65084485,2024/05/13 00:00:00+00,53.28823,-7.6926,2022-W17 - 24 April 2022 to 30 April 2022,12342.0,6404.0,5938.0,0.0,3239.0,9091.0,8.0,0.0,3198.0,9006.0,8.0,0.0,41.0,85.0,0.0,0.0,0.0,1936.0,2763.0,2322.0,1942.0,1144.0,863.0,780.0,466.0,0.0,5.0,84461.0,305593.0,372983.0,521022.0,532361.0,467250.0,364726.0,225856.0,3.0,0.0010437258507931,15.2808082123873,49.4153621262029,54.2444193328359,66.4433278922669,83.8081339517076,91.9557195571956,100.0,100.0,inf,0.0,6.0,7.0,9.0,14.0,21.0,28.0,27.0,14.0,0.0,82.0,958.0,5670.0,10066.0,19627.0,25729.0,29489.0,26059.0,13017.0,0.0,33018.0,1.0,1.0,17.0,33.0,58.0,116.0,6810.0,16119.0,9863.0,0.0,1.0,1.0,28.0,52.0,98.0,193.0,8478.0,19637.0,11396.0,0.0,0.0002087451701586,0.000180921469227,0.0045276892452827,0.0075625693538511,0.012497449500102,0.0303834613216963,1.66848708487085,5.61199847961339,6.21658775011456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.0
-856336.314876336,7036491.65084485,2024/05/12 23:00:00+00,2022-W18,3635,1847,1788,0,96,3513,2,6,328.0,461.0,121.0,96.0,48.0,22.0,15.0,3.0,7.0,0.0,73457.0,357486.0,555878.0,594588.0,709323.0,635965.0,521542.0,394960.0,250810.0,33.0,0.0940836079578566,0.646768923481074,0.898872443674737,0.864733266724549,0.904564119567435,1.0,1.0,1.0,1.0,inf,1153.0,1033.0,151.0,109.0,43.0,24.0,12.0,5.0,6.0,0.0,65589.0,345047.0,547120.0,587099.0,703509.0,633216.0,519220.0,393471.0,248541.0,20.0,0.0840062861585398,0.624264101923919,0.884710478528242,0.853841712514743,0.897149816364007,0.996854603330531,1.0,1.0,1.0,inf,71,-856336.314876336,7036491.65084485,2024/05/13 00:00:00+00,53.28823,-7.6926,2022-W18 - 01 May 2022 to 07 May 2022,12129.0,6019.0,6110.0,0.0,4399.0,7717.0,10.0,0.0,4359.0,7627.0,10.0,0.0,40.0,90.0,0.0,0.0,0.0,1534.0,2649.0,2368.0,1858.0,1136.0,860.0,955.0,639.0,0.0,5.0,85995.0,308242.0,375351.0,522880.0,533497.0,468110.0,365681.0,226495.0,3.0,0.0010437258507931,15.5583417461817,49.8437138694441,54.5888071064882,66.6802693327892,83.9869713199016,92.1249692496925,100.0,100.0,inf,2.0,5.0,9.0,10.0,13.0,18.0,26.0,33.0,14.0,0.0,84.0,963.0,5679.0,10076.0,19640.0,25747.0,29515.0,26092.0,13031.0,0.0,48497.0,0.0,5.0,27.0,42.0,121.0,235.0,7560.0,22935.0,17572.0,0.0,1.0,6.0,55.0,94.0,219.0,428.0,16038.0,42572.0,28968.0,0.0,0.0002087451701586,0.0010855288153624,0.0088936753032339,0.0136707984473463,0.027927973882881,0.0673788675942281,3.15630996309963,12.1665223442533,15.802221300923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.0
